ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Today's Date and Time,Recorder Initials,Group Member Initials,Transect Number,Transect Orientation,Bearing,Bearing Orientation (Magnetic or True North),Latitude,Longitude ,Did you take a photo for iNaturalist and upload it?,Flower Buds,Open Flowers,Unripe Fruit,Ripe Fruit,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,End Time,Notes?,What percent of the target species present is alive?,What percent of the target species present is dead?,Dominant cover,What percent of the black crowberry was alive?,Are you following trail or coast protocol? ,Flower Buds,Open Flowers,Unripe fruit,Ripe fruit,Transect number ,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,Not present  - What percent of the black crowberry was alive?,Is black crowberry present?,Surrounding Habitat,Other - Surrounding Habitat,x,y
81,eed7070d-95d2-4c5f-a7fe-986ec9f094c5,7/20/2021 9:31:28 PM,,7/20/2021 9:31:28 PM,,7/20/2021 7:20:27 PM,ST,"ST, BL, LJN, AF ",15C,Parallel,136°SE,True,44°20’4”N,68°3’7”W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,15:28,Little Moose Island,85,15,"Crowberry, bayberry ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0519670026671,44.3344235080752
82,9fb8b23f-203b-41a9-8fbc-892d7ac2196c,7/20/2021 9:31:30 PM,,7/20/2021 9:31:30 PM,,7/20/2021 7:28:46 PM,ST,"BL, ST, LJN, AF ",15C,Parallel,130°SE,True,43°20’4”N,68°3’7”,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Not_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,15:33,Little Moose Island,100,0,"Crowberry, bayberry ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0518136266541,44.3343697743325
83,75970fbc-9e49-42c4-8999-59e87a4224fa,7/20/2021 9:33:30 PM,,7/20/2021 9:33:30 PM,,7/20/2021 3:37:00 PM,AF,LJN ST BL,11b,Perpendicular,293NW,True,44°20’1” N,68°3’32”W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,11:42,,95,5,Grasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0587382522114,44.3337475788261
84,a8611f96-e393-41bd-b53e-71c1f4a06496,7/20/2021 9:33:32 PM,,7/20/2021 9:33:32 PM,,7/20/2021 5:51:31 PM,AF,ST LJN BL,5D,Parallel,186° S,True,44°20’9”N,68°3’7” W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,Black_crowberry,None_Present,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,14:01,"
",60,40,Bayberry and black thornberry and blueberry/cranberry ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0518237688281,44.3359163543622
85,7b3a687d-2480-42dd-a404-69a6094310bd,7/20/2021 9:33:36 PM,,7/20/2021 9:33:36 PM,,7/20/2021 6:01:00 PM,AF,ST LJN BL,5D,Parallel,194S,True,44°20’9”N,68°3’6”W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,None_Present,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,_Three_toothed_cinquefoil,14:08,,100,0,"Bayberry, blueberry/cranberry, thornberry ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0518386541566,44.3359070804825
86,bc6f5623-97d6-46cf-a916-81c1331cf482,7/20/2021 9:33:38 PM,,7/20/2021 9:33:38 PM,,7/20/2021 6:11:00 PM,Ljn,"Af, st, BL ",7d,Parallel,250°W,True,44°20’7”N,68°3’7” W,No_target_species_found,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,14:17,Very narrow path,0,0,Black chokeberry ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0519586336501,44.3353673816143
87,ccb8f262-a3b7-4e0a-b44e-0a1fb2656e91,7/20/2021 9:33:39 PM,,7/20/2021 9:33:39 PM,,7/20/2021 6:20:00 PM,Ljn,"AF, ST, BL ",8d,Parallel,130°SE,True,44°20’7” N,68°3’7” W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Not_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,14:32,On a very narrow path on Little Moose island. Right side of path,75,25,"Chokeberry, bayberry, low bush blueberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0519925564203,44.3353501232664
88,fd982a25-4cf7-410f-a935-30e4f9caf6da,7/20/2021 9:33:40 PM,,7/20/2021 9:33:40 PM,,7/20/2021 6:38:45 PM,AF,LJN BL ST,10D,Parallel,175°S,True,44°20’4” N,68°3’7”W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Black_crowberry,None_Present,Black_crowberry,None_Present,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,14:46,,65,35,Black huckleberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0520320591219,44.3345682509656
89,19fb7224-0a82-442a-bc7c-eab89a497f6c,7/20/2021 9:33:44 PM,,7/20/2021 9:33:44 PM,,7/20/2021 6:46:58 PM,AF,LJN ST BL,10D,Parallel,175 S,True,44°20’4” N,68°3’7”W,Yes_but_it_hasn't_uploaded_yet,Three_toothed_cinquefoil,Three_toothed_cinquefoil,Three_toothed_cinquefoil,Three_toothed_cinquefoil,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,14:50,Right side of path on little moose island ,100,0,Black thornberry ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0519145448395,44.3345230725078
90,0d7a61d0-d963-4ced-b766-6fe56a9b7038,7/20/2021 9:33:45 PM,,7/20/2021 9:33:45 PM,,7/20/2021 7:19:00 PM,AF,LJN ST BL,15D,Parallel,76°E,True,44°20’4” N,68°3’6” W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Not_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,15:27,"Right side, Little Moose Island
",90,10,"Black crowberry, bayberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0517676938959,44.3343347730528
91,8254e34b-162f-4405-9b48-5660336bbbc7,7/20/2021 9:33:47 PM,,7/20/2021 9:33:47 PM,,7/20/2021 7:28:00 PM,AF,ST BL LJN,15D,Parallel,69°E,True,44°20’40”N,68°3’6”W,Yes_but_it_hasn't_uploaded_yet,Not_Present,Not_Present,Three_toothed_cinquefoil,Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,None_Present,None_Present,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,_Three_toothed_cinquefoil,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,15:33,"Right side Little Moose Island
",100,0,"Bayberry, black crowberry ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0517098200741,44.3343326760597
92,fb3594ff-50bf-4066-a580-d76636afd713,8/4/2021 8:16:24 PM,,8/4/2021 8:16:24 PM,,8/4/2021 4:29:00 PM,BF,"LLJ, EJ",,Right_Trail_d_,188 S,,44 20 3 B,68 3 6 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Present,Not_present,Present,Present,Present,Present,Present,Not_present,Not_present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,12:58,,,,"Northern Bayberry, ",51_60,Trail,n_a,n_a,n_a,n_a,1d,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0517716719611,44.3340616408875
93,73f29bd4-0204-437c-b105-cbe9a6da2e90,8/4/2021 8:16:35 PM,,8/4/2021 8:16:35 PM,,8/4/2021 5:23:00 PM,BF,"LLJ,EJ",,Right_Trail_d_,181 S,,44 20 00 N,68 03 06 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,13:33,,,,No dominant cover,91_100,Trail,n_a,n_a,n_a,n_a,3d ,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0517331692209,44.3335254679035
94,9b780799-edcf-4afc-ae97-2658f58b2609,8/5/2021 3:20:13 AM,,8/5/2021 3:20:13 AM,,8/4/2021 5:03:00 PM,LLJ,BF,,Right_Trail_d_,187 S,,48 20 2 NI'll,68 03 07 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Present,Present,Not_present,Present,Present,Present,Not_present,Not_present,Not_present,Present,Not_present,13:18,N/A,,,No real dominant cover,91_100,Trail,Absent,Absent,Absent,Absent,2d,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present_,Not_present,Not_present,Not_present,Not_present,Not_present,Present_,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0518235,44.3338106
95,930c8410-900b-4c4f-9628-cd37bceba920,8/5/2021 3:20:15 AM,,8/5/2021 3:20:15 AM,,8/4/2021 5:37:59 PM,LLJ,BF,,Right_Trail_d_,123 SE,,44 19 60 N,68 03 05 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,13:49,N/A,,,Low bush blueberry,41_50,Trail,Present,Present,Present,Present,4d,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present_,Present_,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0514879,44.3333161
96,8d2a132a-ee44-48c2-bedf-c4e8b80f8d86,8/5/2021 3:20:18 AM,,8/5/2021 3:20:18 AM,,8/4/2021 5:53:00 PM,LLJ,BF,,Right_Trail_d_,144 SE,,44 19 59 N,68 03 04 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,14:11,N/A,,,Common juniper northern bayberry,41_50,Trail,n_a,n_a,n_a,n_a,5d,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0511555,44.3331586
97,c2de022d-37ff-4eaa-99be-38dd126c7ccc,8/5/2021 3:20:21 AM,,8/5/2021 3:20:21 AM,,8/4/2021 6:18:47 PM,LLJ,BF,,Right_Trail_d_,94 E,,44 19 58 N,68 03 04 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,14:28,N/A,,,No dominant cover,61_70,Trail,n_a,n_a,n_a,n_a,6d,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0512387,44.3327421
98,a07e54e3-2ed6-45e9-a133-3336dc035f5a,8/5/2021 3:20:23 AM,,8/5/2021 3:20:23 AM,,8/4/2021 6:37:28 PM,LLJ,BF,,Perpendicular,38 NE,,44 19 57 N,68 03 04 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,14:44,N/A,,,No dominant cover,91_100,Coast,n_a,n_a,n_a,n_a,7b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0509567,44.3326092
99,ed9b0997-b507-4044-b811-53de739410c5,8/5/2021 3:20:25 AM,,8/5/2021 3:20:25 AM,,8/4/2021 7:04:00 PM,LLJ,BF,,Perpendicular,94 E,,45 19 57 N,68 03 03 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Present,Present,Not_present,Present,Present,Present,Present,Present,Not_present,Present,15:11,N/A,,,No dominant cover,41_50,Coast,n_a,n_a,n_a,n_a,8b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0506754,44.3324416
100,c3b7b8e8-dc5c-439e-976b-55627b38911a,8/5/2021 5:13:43 PM,,8/5/2021 5:13:43 PM,,8/5/2021 2:41:00 PM,BF,LLJ,,Parallel,303 NW,,44 19 59 N,68 3 42 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Not_present,Not_present,Present,Present,Present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,10:54,,,,Northern Bayberry,81_90,Coast,n_a,n_a,n_a,n_a,1a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0617093854286,44.3329824367951
